"Paper Name","DOI","Run ID","Method","Total Formulation Volume","API Name","API Initial Amount","Chitosan Molecular Weight/Type","Chitosan Initial Amount","Alginate Initial Amount","CS_ALG Ratio","Surfactant Type","Surfactant Initial Amount","Crosslinker Type","Crosslinker Initial Amount","Stirring Speed","Temperature","Sonication Time","pH","Particle Size","Zeta Potential","Encapsulation Efficiency","Data Extraction Remarks","Data Extraction Thoughts"
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","4","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","135 nm","56 mV","46%","Method 1","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","5","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","105 nm","62 mV","38%","Method 1","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","6","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","145 nm","66 mV","46%","Method 1","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","7","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","145 nm","66 mV","46%","Method 1","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","8","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","164 nm","62 mV","42%","Method 2","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","9","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","1",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","95 nm","68 mV","32%","Method 1","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","10","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","1",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","37 C",,"5.8","214 nm","34 mV","24%","Method 3","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","11","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","234 nm","32 mV","41%","Method 2","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","12","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3.5",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","37 C",,"5.8","220 nm","32 mV","28%","Method 3","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","13","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","1",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","139 nm","52 mV","28%","Method 2","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","14","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","236 nm","44 mV","42%","Method 2","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","15","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","5",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","321 nm","42 mV","32%","Method 2","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","16","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","5",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","388 nm","31 mV","42%","Method 1","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","17","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","5",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","321 nm","35 mV","30%","Method 2","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","18","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","2.52",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","37 C",,"5.8","357 nm","29 mV","37%","Method 3","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","19","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3.5",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","37 C",,"5.8","364 nm","27 mV","22%","Method 3","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","20","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","189 nm","27 mV","44%","Method 1","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","21","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","37 C",,"5.8","254 nm","27 mV","31%","Method 3","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","22","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","3",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","37 C",,"5.8","254 nm","27 mV","31%","Method 3","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","23","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","1",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","234 nm","36 mV","35%","Method 2","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","24","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","1",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","37 C",,"5.8","336 nm","29 mV","26%","Method 3","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
